Store,Month,Year,Open,Promo,Sales,PromoRatio
419,12,2015,0,0,0,
419,12,2014,25,10,164874,0.4
419,12,2013,24,10,155023,0.4166666666666667
419,11,2015,0,0,0,
419,11,2014,25,15,140152,0.6
419,11,2013,26,10,131976,0.38461538461538464
419,10,2015,0,0,0,
419,10,2014,26,13,135236,0.5
419,10,2013,26,10,125199,0.38461538461538464
419,9,2015,0,0,0,
419,9,2014,26,12,129198,0.46153846153846156
419,9,2013,25,10,116861,0.4
419,8,2015,0,0,0,
419,8,2014,26,11,128791,0.4230769230769231
419,8,2013,27,12,132910,0.4444444444444444
420,7,2015,27,13,138672,0.48148148148148145
420,7,2014,0,0,0,
420,7,2013,27,13,110144,0.48148148148148145
420,6,2015,25,12,134234,0.48
420,6,2014,23,11,113267,0.4782608695652174
420,6,2013,25,10,99188,0.4
420,5,2015,23,11,127806,0.4782608695652174
420,5,2014,25,12,118739,0.48
420,5,2013,23,13,101406,0.5652173913043478
420,4,2015,24,12,124457,0.5
420,4,2014,24,12,115353,0.5
420,4,2013,25,12,102592,0.48
420,3,2015,26,12,128911,0.46153846153846156
420,3,2014,26,11,115537,0.4230769230769231
420,3,2013,25,15,110149,0.6
420,2,2015,24,10,107243,0.4166666666666667
420,2,2014,24,10,98878,0.4166666666666667
420,2,2013,24,10,85605,0.4166666666666667
420,1,2015,25,15,118590,0.6
420,1,2014,25,10,103745,0.4
420,1,2013,26,10,97334,0.38461538461538464
420,12,2015,0,0,0,
420,12,2014,0,0,0,
420,12,2013,24,10,140144,0.4166666666666667
420,11,2015,0,0,0,
420,11,2014,0,0,0,
420,11,2013,25,10,112441,0.4
420,10,2015,0,0,0,
420,10,2014,0,0,0,
420,10,2013,26,10,107124,0.38461538461538464
420,9,2015,0,0,0,
420,9,2014,0,0,0,
420,9,2013,25,10,104266,0.4
420,8,2015,0,0,0,
420,8,2014,0,0,0,
420,8,2013,26,12,108267,0.46153846153846156
421,7,2015,27,13,286559,0.48148148148148145
421,7,2014,27,13,256187,0.48148148148148145
421,7,2013,27,13,272695,0.48148148148148145
421,6,2015,26,12,240131,0.46153846153846156
421,6,2014,24,11,219575,0.4583333333333333
421,6,2013,25,10,248013,0.4
421,5,2015,23,11,238215,0.4782608695652174
421,5,2014,25,12,235254,0.48
421,5,2013,24,13,239563,0.5416666666666666
421,4,2015,24,12,242194,0.5
421,4,2014,24,12,236429,0.5
421,4,2013,25,12,238424,0.48
421,3,2015,26,12,242578,0.46153846153846156
421,3,2014,26,11,211607,0.4230769230769231
421,3,2013,25,15,278608,0.6
421,2,2015,24,10,213225,0.4166666666666667
421,2,2014,24,10,201531,0.4166666666666667
421,2,2013,24,10,220607,0.4166666666666667
421,1,2015,26,15,238983,0.5769230769230769
421,1,2014,26,10,206931,0.38461538461538464
421,1,2013,26,10,219737,0.38461538461538464
421,12,2015,0,0,0,
421,12,2014,25,10,334265,0.4
421,12,2013,24,10,288971,0.4166666666666667
421,11,2015,0,0,0,
421,11,2014,25,15,265113,0.6
421,11,2013,26,10,246982,0.38461538461538464
421,10,2015,0,0,0,
421,10,2014,26,13,235016,0.5
421,10,2013,26,10,192735,0.38461538461538464
421,9,2015,0,0,0,
421,9,2014,26,12,214287,0.46153846153846156
421,9,2013,25,10,208600,0.4
421,8,2015,0,0,0,
421,8,2014,26,11,275855,0.4230769230769231
421,8,2013,27,12,268319,0.4444444444444444
422,7,2015,27,13,119976,0.48148148148148145
422,7,2014,27,13,118881,0.48148148148148145
422,7,2013,27,13,107912,0.48148148148148145
422,6,2015,26,12,114515,0.46153846153846156
422,6,2014,24,11,112041,0.4583333333333333
422,6,2013,25,10,111933,0.4
422,5,2015,23,11,104534,0.4782608695652174
422,5,2014,25,12,114434,0.48
422,5,2013,24,13,109921,0.5416666666666666
422,4,2015,24,12,112972,0.5
422,4,2014,24,12,115140,0.5
422,4,2013,25,12,106846,0.48
422,3,2015,26,12,120596,0.46153846153846156
422,3,2014,26,11,112513,0.4230769230769231
422,3,2013,25,15,121359,0.6
422,2,2015,24,10,105620,0.4166666666666667
422,2,2014,24,10,104468,0.4166666666666667
422,2,2013,24,10,101979,0.4166666666666667
422,1,2015,26,15,116948,0.5769230769230769
422,1,2014,26,10,108987,0.38461538461538464
422,1,2013,26,10,105621,0.38461538461538464
422,12,2015,0,0,0,
422,12,2014,25,10,151985,0.4
422,12,2013,24,10,142149,0.4166666666666667
422,11,2015,0,0,0,
422,11,2014,25,15,130187,0.6
422,11,2013,26,10,123901,0.38461538461538464
422,10,2015,0,0,0,
422,10,2014,26,13,115394,0.5
422,10,2013,26,10,106545,0.38461538461538464
422,9,2015,0,0,0,
422,9,2014,26,12,115917,0.46153846153846156
422,9,2013,25,10,100626,0.4
422,8,2015,0,0,0,
422,8,2014,26,11,116678,0.4230769230769231
422,8,2013,27,12,123725,0.4444444444444444
423,7,2015,31,13,375342,0.41935483870967744
423,7,2014,31,13,337590,0.41935483870967744
423,7,2013,31,13,346065,0.41935483870967744
423,6,2015,30,12,356567,0.4
423,6,2014,30,11,355278,0.36666666666666664
423,6,2013,30,10,329649,0.3333333333333333
423,5,2015,31,11,355198,0.3548387096774194
423,5,2014,31,12,349730,0.3870967741935484
423,5,2013,31,13,345429,0.41935483870967744
423,4,2015,30,12,352187,0.4
423,4,2014,30,12,343615,0.4
423,4,2013,30,12,315913,0.4
423,3,2015,31,12,348667,0.3870967741935484
423,3,2014,31,11,310895,0.3548387096774194
423,3,2013,31,15,360546,0.4838709677419355
423,2,2015,28,10,292637,0.35714285714285715
423,2,2014,28,10,272767,0.35714285714285715
423,2,2013,28,10,282762,0.35714285714285715
423,1,2015,31,15,295650,0.4838709677419355
423,1,2014,31,10,280565,0.3225806451612903
423,1,2013,31,10,283985,0.3225806451612903
423,12,2015,0,0,0,
423,12,2014,31,10,358957,0.3225806451612903
423,12,2013,31,10,361304,0.3225806451612903
423,11,2015,0,0,0,
423,11,2014,30,15,307568,0.5
423,11,2013,30,10,325583,0.3333333333333333
423,10,2015,0,0,0,
423,10,2014,31,13,320906,0.41935483870967744
423,10,2013,31,10,335807,0.3225806451612903
423,9,2015,0,0,0,
423,9,2014,30,12,308606,0.4
423,9,2013,30,10,313694,0.3333333333333333
423,8,2015,0,0,0,
423,8,2014,31,11,337376,0.3548387096774194
423,8,2013,31,12,339518,0.3870967741935484
424,7,2015,27,13,188625,0.48148148148148145
424,7,2014,27,13,183324,0.48148148148148145
424,7,2013,27,13,173225,0.48148148148148145
424,6,2015,25,12,203653,0.48
424,6,2014,23,11,173123,0.4782608695652174
424,6,2013,25,10,152360,0.4
424,5,2015,23,11,185222,0.4782608695652174
424,5,2014,25,12,178769,0.48
424,5,2013,23,13,149664,0.5652173913043478
424,4,2015,24,12,187305,0.5
424,4,2014,24,12,174837,0.5
424,4,2013,25,12,149042,0.48
424,3,2015,26,12,205752,0.46153846153846156
424,3,2014,26,11,179778,0.4230769230769231
424,3,2013,25,15,167646,0.6
424,2,2015,24,10,175888,0.4166666666666667
424,2,2014,24,10,158990,0.4166666666666667
424,2,2013,24,10,146734,0.4166666666666667
424,1,2015,26,15,190216,0.5769230769230769
424,1,2014,26,10,164002,0.38461538461538464
424,1,2013,26,10,152612,0.38461538461538464
424,12,2015,0,0,0,
424,12,2014,25,10,212971,0.4
424,12,2013,24,10,192506,0.4166666666666667
424,11,2015,0,0,0,
424,11,2014,24,15,184879,0.625
424,11,2013,25,10,160392,0.4
424,10,2015,0,0,0,
424,10,2014,26,13,184328,0.5
424,10,2013,26,10,156265,0.38461538461538464
424,9,2015,0,0,0,
424,9,2014,26,12,180161,0.46153846153846156
424,9,2013,25,10,153745,0.4
424,8,2015,0,0,0,
424,8,2014,26,11,177982,0.4230769230769231
424,8,2013,27,12,151168,0.4444444444444444
425,7,2015,27,13,83806,0.48148148148148145
425,7,2014,27,13,82942,0.48148148148148145
425,7,2013,27,13,90527,0.48148148148148145
425,6,2015,25,12,89476,0.48
425,6,2014,23,11,79013,0.4782608695652174
425,6,2013,25,10,75060,0.4
425,5,2015,23,11,80536,0.4782608695652174
425,5,2014,25,12,81761,0.48
425,5,2013,23,13,71036,0.5652173913043478
425,4,2015,24,12,87569,0.5
425,4,2014,24,12,81345,0.5
425,4,2013,25,12,74837,0.48
425,3,2015,26,12,89661,0.46153846153846156
425,3,2014,25,11,81447,0.44
425,3,2013,25,15,81662,0.6
425,2,2015,23,10,76995,0.43478260869565216
425,2,2014,24,10,77175,0.4166666666666667
425,2,2013,23,10,67071,0.43478260869565216
425,1,2015,26,15,82374,0.5769230769230769
425,1,2014,26,10,79742,0.38461538461538464
425,1,2013,26,10,75076,0.38461538461538464
425,12,2015,0,0,0,
425,12,2014,25,10,100829,0.4
425,12,2013,24,10,94452,0.4166666666666667
425,11,2015,0,0,0,
425,11,2014,24,15,83596,0.625
425,11,2013,25,10,75455,0.4
425,10,2015,0,0,0,
425,10,2014,26,13,80248,0.5
425,10,2013,26,10,73284,0.38461538461538464
425,9,2015,0,0,0,
425,9,2014,26,12,83039,0.46153846153846156
425,9,2013,25,10,74198,0.4
425,8,2015,0,0,0,
425,8,2014,26,11,79199,0.4230769230769231
425,8,2013,27,12,79013,0.4444444444444444
426,7,2015,27,13,129808,0.48148148148148145
426,7,2014,27,13,131813,0.48148148148148145
426,7,2013,27,13,142662,0.48148148148148145
426,6,2015,25,12,133852,0.48
426,6,2014,23,11,121224,0.4782608695652174
426,6,2013,25,10,114124,0.4
426,5,2015,23,11,122637,0.4782608695652174
426,5,2014,25,12,127526,0.48
426,5,2013,23,13,120339,0.5652173913043478
426,4,2015,24,12,129179,0.5
426,4,2014,24,12,130262,0.5
426,4,2013,25,12,127159,0.48
426,3,2015,26,12,139024,0.46153846153846156
426,3,2014,26,11,126431,0.4230769230769231
426,3,2013,25,15,131800,0.6
426,2,2015,24,10,115817,0.4166666666666667
426,2,2014,24,10,118062,0.4166666666666667
426,2,2013,24,10,113572,0.4166666666666667
426,1,2015,26,15,131819,0.5769230769230769
426,1,2014,26,10,123591,0.38461538461538464
426,1,2013,26,10,121361,0.38461538461538464
426,12,2015,0,0,0,
426,12,2014,25,10,145310,0.4
426,12,2013,24,10,141740,0.4166666666666667
426,11,2015,0,0,0,
426,11,2014,24,15,133622,0.625
426,11,2013,25,10,134379,0.4
426,10,2015,0,0,0,
426,10,2014,26,13,125939,0.5
426,10,2013,26,10,125412,0.38461538461538464
426,9,2015,0,0,0,
426,9,2014,26,12,128684,0.46153846153846156
426,9,2013,25,10,115503,0.4
426,8,2015,0,0,0,
426,8,2014,26,11,121073,0.4230769230769231
426,8,2013,27,12,124557,0.4444444444444444
427,7,2015,27,13,199969,0.48148148148148145
427,7,2014,0,0,0,
427,7,2013,27,13,205036,0.48148148148148145
427,6,2015,25,12,201774,0.48
427,6,2014,23,11,183573,0.4782608695652174
427,6,2013,25,10,172566,0.4
427,5,2015,23,11,173951,0.4782608695652174
427,5,2014,25,12,183692,0.48
427,5,2013,23,13,174350,0.5652173913043478
427,4,2015,24,12,179713,0.5
427,4,2014,24,12,181811,0.5
427,4,2013,25,12,178893,0.48
427,3,2015,26,12,206500,0.46153846153846156
427,3,2014,26,11,198120,0.4230769230769231
427,3,2013,25,15,227321,0.6
427,2,2015,24,10,169215,0.4166666666666667
427,2,2014,24,10,172556,0.4166666666666667
427,2,2013,24,10,192759,0.4166666666666667
427,1,2015,25,15,192526,0.6
427,1,2014,25,10,173301,0.4
427,1,2013,26,10,201310,0.38461538461538464
427,12,2015,0,0,0,
427,12,2014,0,0,0,
427,12,2013,24,10,217719,0.4166666666666667
427,11,2015,0,0,0,
427,11,2014,0,0,0,
427,11,2013,25,10,195099,0.4
427,10,2015,0,0,0,
427,10,2014,0,0,0,
427,10,2013,26,10,205965,0.38461538461538464
427,9,2015,0,0,0,
427,9,2014,0,0,0,
427,9,2013,25,10,184313,0.4
427,8,2015,0,0,0,
427,8,2014,0,0,0,
427,8,2013,27,12,189709,0.4444444444444444
428,7,2015,27,13,183570,0.48148148148148145
428,7,2014,0,0,0,
428,7,2013,27,13,172650,0.48148148148148145
428,6,2015,25,12,169950,0.48
428,6,2014,23,11,162876,0.4782608695652174
428,6,2013,25,10,150995,0.4
428,5,2015,23,11,150575,0.4782608695652174
428,5,2014,25,12,166654,0.48
428,5,2013,23,13,155008,0.5652173913043478
428,4,2015,24,12,150827,0.5
428,4,2014,24,12,160010,0.5
428,4,2013,25,12,145576,0.48
428,3,2015,26,12,153872,0.46153846153846156
428,3,2014,26,11,159733,0.4230769230769231
428,3,2013,25,15,151175,0.6
428,2,2015,24,10,135771,0.4166666666666667
428,2,2014,24,10,143017,0.4166666666666667
428,2,2013,24,10,131546,0.4166666666666667
428,1,2015,25,15,150267,0.6
428,1,2014,25,10,155838,0.4
428,1,2013,26,10,144393,0.38461538461538464
428,12,2015,0,0,0,
428,12,2014,0,0,0,
428,12,2013,24,10,184347,0.4166666666666667
428,11,2015,0,0,0,
428,11,2014,0,0,0,
428,11,2013,25,10,158374,0.4
428,10,2015,0,0,0,
428,10,2014,0,0,0,
428,10,2013,26,10,153945,0.38461538461538464
428,9,2015,0,0,0,
428,9,2014,0,0,0,
428,9,2013,25,10,147993,0.4
428,8,2015,0,0,0,
428,8,2014,0,0,0,
428,8,2013,26,12,171866,0.46153846153846156
429,7,2015,27,13,142478,0.48148148148148145
429,7,2014,0,0,0,
429,7,2013,27,13,143918,0.48148148148148145
429,6,2015,25,12,141184,0.48
429,6,2014,23,11,126490,0.4782608695652174
429,6,2013,25,10,121344,0.4
429,5,2015,23,11,124799,0.4782608695652174
429,5,2014,25,12,130270,0.48
429,5,2013,23,13,128337,0.5652173913043478
429,4,2015,24,12,126312,0.5
429,4,2014,24,12,125512,0.5
429,4,2013,25,12,125473,0.48
429,3,2015,26,12,139117,0.46153846153846156
429,3,2014,26,11,140937,0.4230769230769231
429,3,2013,25,15,138106,0.6
429,2,2015,24,10,115182,0.4166666666666667
429,2,2014,24,10,119155,0.4166666666666667
429,2,2013,24,10,117190,0.4166666666666667
429,1,2015,25,15,132408,0.6
429,1,2014,25,10,128737,0.4
429,1,2013,26,10,125767,0.38461538461538464
429,12,2015,0,0,0,
429,12,2014,0,0,0,
429,12,2013,24,10,169225,0.4166666666666667
429,11,2015,0,0,0,
429,11,2014,0,0,0,
429,11,2013,25,10,133816,0.4
429,10,2015,0,0,0,
429,10,2014,0,0,0,
429,10,2013,26,10,134876,0.38461538461538464
429,9,2015,0,0,0,
429,9,2014,0,0,0,
429,9,2013,25,10,131002,0.4
429,8,2015,0,0,0,
429,8,2014,0,0,0,
429,8,2013,26,12,148117,0.46153846153846156
430,7,2015,27,13,246427,0.48148148148148145
430,7,2014,0,0,0,
430,7,2013,27,13,231803,0.48148148148148145
430,6,2015,25,12,224327,0.48
430,6,2014,23,11,207070,0.4782608695652174
430,6,2013,25,10,196682,0.4
430,5,2015,23,11,211884,0.4782608695652174
430,5,2014,25,12,218043,0.48
430,5,2013,23,13,207699,0.5652173913043478
430,4,2015,24,12,210540,0.5
430,4,2014,24,12,212857,0.5
430,4,2013,25,12,189671,0.48
430,3,2015,26,12,222922,0.46153846153846156
430,3,2014,26,11,204856,0.4230769230769231
430,3,2013,25,15,216958,0.6
430,2,2015,24,10,202062,0.4166666666666667
430,2,2014,24,10,194344,0.4166666666666667
430,2,2013,24,10,184238,0.4166666666666667
430,1,2015,25,15,225363,0.6
430,1,2014,25,10,211382,0.4
430,1,2013,26,10,201022,0.38461538461538464
430,12,2015,0,0,0,
430,12,2014,0,0,0,
430,12,2013,24,10,275251,0.4166666666666667
430,11,2015,0,0,0,
430,11,2014,0,0,0,
430,11,2013,25,10,215268,0.4
430,10,2015,0,0,0,
430,10,2014,0,0,0,
430,10,2013,26,10,213883,0.38461538461538464
430,9,2015,0,0,0,
430,9,2014,0,0,0,
430,9,2013,25,10,208877,0.4
430,8,2015,0,0,0,
430,8,2014,0,0,0,
430,8,2013,26,12,235968,0.46153846153846156
431,7,2015,27,13,261790,0.48148148148148145
431,7,2014,27,13,255219,0.48148148148148145
431,7,2013,27,13,253237,0.48148148148148145
431,6,2015,25,12,259428,0.48
431,6,2014,23,11,231298,0.4782608695652174
431,6,2013,25,10,214400,0.4
431,5,2015,23,11,246032,0.4782608695652174
431,5,2014,25,12,243388,0.48
431,5,2013,23,13,223105,0.5652173913043478
431,4,2015,24,12,247584,0.5
431,4,2014,24,12,244257,0.5
431,4,2013,25,12,214710,0.48
431,3,2015,26,12,256866,0.46153846153846156
431,3,2014,26,11,241584,0.4230769230769231
431,3,2013,25,15,233990,0.6
431,2,2015,24,10,229647,0.4166666666666667
431,2,2014,24,10,220312,0.4166666666666667
431,2,2013,24,10,205460,0.4166666666666667
431,1,2015,26,15,258364,0.5769230769230769
431,1,2014,26,10,233991,0.38461538461538464
431,1,2013,26,10,210228,0.38461538461538464
431,12,2015,0,0,0,
431,12,2014,25,10,291384,0.4
431,12,2013,24,10,271723,0.4166666666666667
431,11,2015,0,0,0,
431,11,2014,24,15,249099,0.625
431,11,2013,25,10,250644,0.4
431,10,2015,0,0,0,
431,10,2014,26,13,235854,0.5
431,10,2013,26,10,223855,0.38461538461538464
431,9,2015,0,0,0,
431,9,2014,26,12,227379,0.46153846153846156
431,9,2013,25,10,216232,0.4
431,8,2015,0,0,0,
431,8,2014,26,11,237979,0.4230769230769231
431,8,2013,27,12,230879,0.4444444444444444
432,7,2015,27,13,317336,0.48148148148148145
432,7,2014,27,13,282276,0.48148148148148145
432,7,2013,27,13,289416,0.48148148148148145
432,6,2015,26,12,305263,0.46153846153846156
432,6,2014,24,11,266332,0.4583333333333333
432,6,2013,25,10,255577,0.4
432,5,2015,23,11,270852,0.4782608695652174
432,5,2014,25,12,271531,0.48
432,5,2013,24,13,268397,0.5416666666666666
432,4,2015,24,12,309293,0.5
432,4,2014,24,12,277617,0.5
432,4,2013,25,12,274267,0.48
432,3,2015,26,12,299302,0.46153846153846156
432,3,2014,26,11,264575,0.4230769230769231
432,3,2013,25,15,272866,0.6
432,2,2015,24,10,265164,0.4166666666666667
432,2,2014,24,10,246433,0.4166666666666667
432,2,2013,24,10,246931,0.4166666666666667
432,1,2015,26,15,276138,0.5769230769230769
432,1,2014,26,10,256797,0.38461538461538464
432,1,2013,26,10,258537,0.38461538461538464
432,12,2015,0,0,0,
432,12,2014,25,10,311251,0.4
432,12,2013,24,10,289395,0.4166666666666667
432,11,2015,0,0,0,
432,11,2014,25,15,289605,0.6
432,11,2013,26,10,283635,0.38461538461538464
432,10,2015,0,0,0,
432,10,2014,26,13,290236,0.5
432,10,2013,26,10,275390,0.38461538461538464
432,9,2015,0,0,0,
432,9,2014,26,12,281199,0.46153846153846156
432,9,2013,25,10,251416,0.4
432,8,2015,0,0,0,
432,8,2014,26,11,279720,0.4230769230769231
432,8,2013,27,12,283824,0.4444444444444444
433,7,2015,31,13,182546,0.41935483870967744
433,7,2014,31,13,164064,0.41935483870967744
433,7,2013,31,13,170397,0.41935483870967744
433,6,2015,30,12,156731,0.4
433,6,2014,30,11,149268,0.36666666666666664
433,6,2013,30,10,145527,0.3333333333333333
433,5,2015,30,11,143429,0.36666666666666664
433,5,2014,29,12,143832,0.41379310344827586
433,5,2013,29,13,147415,0.4482758620689655
433,4,2015,29,12,146704,0.41379310344827586
433,4,2014,27,12,145365,0.4444444444444444
433,4,2013,30,12,141215,0.4
433,3,2015,29,12,144019,0.41379310344827586
433,3,2014,26,11,136867,0.4230769230769231
433,3,2013,26,15,150849,0.5769230769230769
433,2,2015,24,10,126650,0.4166666666666667
433,2,2014,24,10,127202,0.4166666666666667
433,2,2013,24,10,126406,0.4166666666666667
433,1,2015,26,15,140921,0.5769230769230769
433,1,2014,26,10,137047,0.38461538461538464
433,1,2013,26,10,138717,0.38461538461538464
433,12,2015,0,0,0,
433,12,2014,25,10,178167,0.4
433,12,2013,24,10,176703,0.4166666666666667
433,11,2015,0,0,0,
433,11,2014,25,15,150169,0.6
433,11,2013,26,10,147861,0.38461538461538464
433,10,2015,0,0,0,
433,10,2014,26,13,145061,0.5
433,10,2013,26,10,138954,0.38461538461538464
433,9,2015,0,0,0,
433,9,2014,30,12,151985,0.4
433,9,2013,30,10,141143,0.3333333333333333
433,8,2015,0,0,0,
433,8,2014,31,11,158157,0.3548387096774194
433,8,2013,31,12,167695,0.3870967741935484
434,7,2015,27,13,273987,0.48148148148148145
434,7,2014,0,0,0,
434,7,2013,27,13,266592,0.48148148148148145
434,6,2015,25,12,269012,0.48
434,6,2014,23,11,244822,0.4782608695652174
434,6,2013,25,10,230445,0.4
434,5,2015,23,11,263711,0.4782608695652174
434,5,2014,25,12,256203,0.48
434,5,2013,23,13,236249,0.5652173913043478
434,4,2015,24,12,253224,0.5
434,4,2014,24,12,240589,0.5
434,4,2013,25,12,225335,0.48
434,3,2015,26,12,269557,0.46153846153846156
434,3,2014,26,11,239318,0.4230769230769231
434,3,2013,25,15,241793,0.6
434,2,2015,24,10,237181,0.4166666666666667
434,2,2014,24,10,223437,0.4166666666666667
434,2,2013,24,10,213062,0.4166666666666667
434,1,2015,25,15,262735,0.6
434,1,2014,25,10,237894,0.4
434,1,2013,26,10,220697,0.38461538461538464
434,12,2015,0,0,0,
434,12,2014,0,0,0,
434,12,2013,24,10,296777,0.4166666666666667
434,11,2015,0,0,0,
434,11,2014,0,0,0,
434,11,2013,25,10,248322,0.4
434,10,2015,0,0,0,
434,10,2014,0,0,0,
434,10,2013,26,10,239687,0.38461538461538464
434,9,2015,0,0,0,
434,9,2014,0,0,0,
434,9,2013,25,10,219307,0.4
434,8,2015,0,0,0,
434,8,2014,0,0,0,
434,8,2013,26,12,250864,0.46153846153846156
435,7,2015,27,13,79560,0.48148148148148145
435,7,2014,27,13,77338,0.48148148148148145
435,7,2013,27,13,94888,0.48148148148148145
435,6,2015,25,12,84657,0.48
435,6,2014,23,11,74837,0.4782608695652174
435,6,2013,25,10,81982,0.4
435,5,2015,23,11,76577,0.4782608695652174
435,5,2014,25,12,80717,0.48
435,5,2013,23,13,83550,0.5652173913043478
435,4,2015,24,12,80058,0.5
435,4,2014,24,12,87105,0.5
435,4,2013,25,12,84274,0.48
435,3,2015,26,12,85610,0.46153846153846156
435,3,2014,26,11,87797,0.4230769230769231
435,3,2013,25,15,85789,0.6
435,2,2015,24,10,73260,0.4166666666666667
435,2,2014,24,10,84011,0.4166666666666667
435,2,2013,24,10,76900,0.4166666666666667
435,1,2015,26,15,79607,0.5769230769230769
435,1,2014,26,10,88195,0.38461538461538464
435,1,2013,26,10,82100,0.38461538461538464
435,12,2015,0,0,0,
435,12,2014,25,10,85094,0.4
435,12,2013,24,10,95987,0.4166666666666667
435,11,2015,0,0,0,
435,11,2014,24,15,83103,0.625
435,11,2013,25,10,87570,0.4
435,10,2015,0,0,0,
435,10,2014,26,13,78587,0.5
435,10,2013,26,10,86077,0.38461538461538464
435,9,2015,0,0,0,
435,9,2014,26,12,75715,0.46153846153846156
435,9,2013,25,10,79850,0.4
435,8,2015,0,0,0,
435,8,2014,26,11,72194,0.4230769230769231
435,8,2013,27,12,80333,0.4444444444444444
436,7,2015,27,13,149420,0.48148148148148145
436,7,2014,27,13,146587,0.48148148148148145
436,7,2013,27,13,149606,0.48148148148148145
436,6,2015,26,12,144184,0.46153846153846156
436,6,2014,24,11,133912,0.4583333333333333
436,6,2013,25,10,128814,0.4
436,5,2015,23,11,128187,0.4782608695652174
436,5,2014,25,12,135209,0.48
436,5,2013,24,13,132894,0.5416666666666666
436,4,2015,24,12,138396,0.5
436,4,2014,24,12,135448,0.5
436,4,2013,25,12,132100,0.48
436,3,2015,26,12,143414,0.46153846153846156
436,3,2014,26,11,143508,0.4230769230769231
436,3,2013,25,15,140169,0.6
436,2,2015,24,10,123420,0.4166666666666667
436,2,2014,24,10,139969,0.4166666666666667
436,2,2013,24,10,121274,0.4166666666666667
436,1,2015,26,15,141100,0.5769230769230769
436,1,2014,26,10,145407,0.38461538461538464
436,1,2013,26,10,127706,0.38461538461538464
436,12,2015,0,0,0,
436,12,2014,25,10,164843,0.4
436,12,2013,24,10,174028,0.4166666666666667
436,11,2015,0,0,0,
436,11,2014,24,15,143119,0.625
436,11,2013,25,10,138984,0.4
436,10,2015,0,0,0,
436,10,2014,25,13,133426,0.52
436,10,2013,25,10,128652,0.4
436,9,2015,0,0,0,
436,9,2014,26,12,135949,0.46153846153846156
436,9,2013,25,10,127395,0.4
436,8,2015,0,0,0,
436,8,2014,26,11,133864,0.4230769230769231
436,8,2013,27,12,136414,0.4444444444444444
437,7,2015,27,13,197929,0.48148148148148145
437,7,2014,27,13,190165,0.48148148148148145
437,7,2013,27,13,197119,0.48148148148148145
437,6,2015,26,12,185134,0.46153846153846156
437,6,2014,24,11,171198,0.4583333333333333
437,6,2013,25,10,156456,0.4
437,5,2015,23,11,179243,0.4782608695652174
437,5,2014,25,12,182802,0.48
437,5,2013,24,13,164170,0.5416666666666666
437,4,2015,24,12,178182,0.5
437,4,2014,24,12,192536,0.5
437,4,2013,25,12,161096,0.48
437,3,2015,26,12,199093,0.46153846153846156
437,3,2014,26,11,181359,0.4230769230769231
437,3,2013,25,15,197855,0.6
437,2,2015,24,10,164174,0.4166666666666667
437,2,2014,24,10,168391,0.4166666666666667
437,2,2013,24,10,141458,0.4166666666666667
437,1,2015,26,15,184589,0.5769230769230769
437,1,2014,26,10,168841,0.38461538461538464
437,1,2013,26,10,153242,0.38461538461538464
437,12,2015,0,0,0,
437,12,2014,25,10,280160,0.4
437,12,2013,24,10,275117,0.4166666666666667
437,11,2015,0,0,0,
437,11,2014,24,15,205588,0.625
437,11,2013,25,10,197548,0.4
437,10,2015,0,0,0,
437,10,2014,25,13,175372,0.52
437,10,2013,25,10,173714,0.4
437,9,2015,0,0,0,
437,9,2014,26,12,173723,0.46153846153846156
437,9,2013,25,10,164704,0.4
437,8,2015,0,0,0,
437,8,2014,26,11,193991,0.4230769230769231
437,8,2013,27,12,191091,0.4444444444444444
438,7,2015,27,13,146802,0.48148148148148145
438,7,2014,27,13,132903,0.48148148148148145
438,7,2013,27,13,128845,0.48148148148148145
438,6,2015,26,12,157504,0.46153846153846156
438,6,2014,24,11,132139,0.4583333333333333
438,6,2013,25,10,107716,0.4
438,5,2015,23,11,129356,0.4782608695652174
438,5,2014,25,12,124301,0.48
438,5,2013,24,13,112233,0.5416666666666666
438,4,2015,24,12,139957,0.5
438,4,2014,24,12,126081,0.5
438,4,2013,25,12,106923,0.48
438,3,2015,26,12,157819,0.46153846153846156
438,3,2014,26,11,133456,0.4230769230769231
438,3,2013,25,15,125235,0.6
438,2,2015,24,10,123813,0.4166666666666667
438,2,2014,24,10,118945,0.4166666666666667
438,2,2013,24,10,97977,0.4166666666666667
438,1,2015,26,15,147095,0.5769230769230769
438,1,2014,26,10,125532,0.38461538461538464
438,1,2013,26,10,103930,0.38461538461538464
438,12,2015,0,0,0,
438,12,2014,25,10,170876,0.4
438,12,2013,24,10,153438,0.4166666666666667
438,11,2015,0,0,0,
438,11,2014,24,15,144516,0.625
438,11,2013,25,10,122480,0.4
438,10,2015,0,0,0,
438,10,2014,25,13,128654,0.52
438,10,2013,25,10,118734,0.4
438,9,2015,0,0,0,
438,9,2014,26,12,139872,0.46153846153846156
438,9,2013,25,10,115833,0.4
438,8,2015,0,0,0,
438,8,2014,26,11,123690,0.4230769230769231
438,8,2013,27,12,123249,0.4444444444444444
439,7,2015,27,13,186458,0.48148148148148145
439,7,2014,27,13,183678,0.48148148148148145
439,7,2013,27,13,190008,0.48148148148148145
439,6,2015,26,12,193289,0.46153846153846156
439,6,2014,24,11,175212,0.4583333333333333
439,6,2013,25,10,172630,0.4
439,5,2015,23,11,172307,0.4782608695652174
