Store,Year,Promo,Sales,Quarter,Customers,Open,PromoFrequencyRatio,YearQuarter,prev1Quarter,prevQuarterChange
612,2015,35,500075,2,30297,72,0.4861111111111111,10,-7145.0,-514365.0
612,2014,35,506359,2,31769,72,0.4861111111111111,6,10911.0,65807.0
612,2013,35,490628,2,30952,73,0.4794520547945205,2,-10388.0,-10388.0
612,2015,13,170539,3,10317,27,0.4814814814814815,11,-329536.0,-322391.0
612,2014,0,0,3,0,0,,7,-506359.0,-517270.0
612,2013,35,524794,3,33254,79,0.4430379746835443,3,34166.0,44554.0
612,2015,0,0,4,0,0,,12,-170539.0,158997.0
612,2014,0,0,4,0,0,,8,0.0,506359.0
612,2013,30,550344,4,33763,75,0.4,4,25550.0,-8616.0
613,2015,37,504592,1,73611,76,0.4868421052631579,9,-81966.0,-181831.0
613,2014,31,491420,1,74051,76,0.4078947368421053,5,-92125.0,-191660.0
613,2013,35,521859,1,78417,75,0.4666666666666667,1,0.0,0.0
613,2015,35,480636,2,70163,73,0.4794520547945205,10,-23956.0,58010.0
613,2014,35,493942,2,73444,73,0.4794520547945205,6,2522.0,94647.0
613,2013,35,465605,2,71681,74,0.472972972972973,2,-56254.0,-56254.0
613,2015,13,162727,3,24115,27,0.4814814814814815,11,-317909.0,-293953.0
613,2014,36,486693,3,73157,79,0.4556962025316456,7,-7249.0,-9771.0
613,2013,35,484010,3,73637,79,0.4430379746835443,3,18405.0,74659.0
613,2015,0,0,4,0,0,,12,-162727.0,155182.0
613,2014,38,586558,4,84130,75,0.5066666666666667,8,99865.0,107114.0
613,2013,30,583545,4,86259,75,0.4,4,99535.0,81130.0
614,2015,37,454565,1,61948,76,0.4868421052631579,9,-115482.0,-170895.0
614,2014,31,451567,1,64067,76,0.4078947368421053,5,-93115.0,-128100.0
614,2013,35,433648,1,60424,75,0.4666666666666667,1,0.0,0.0
614,2015,35,495337,2,69267,73,0.4794520547945205,10,40772.0,156254.0
614,2014,35,508606,2,72605,73,0.4794520547945205,6,57039.0,150154.0
614,2013,35,477303,2,70669,74,0.472972972972973,2,43655.0,43655.0
614,2015,13,180594,3,26163,27,0.4814814814814815,11,-314743.0,-355515.0
614,2014,36,514634,3,77519,79,0.4556962025316456,7,6028.0,-51011.0
614,2013,35,509697,3,78252,79,0.4430379746835443,3,32394.0,-11261.0
614,2015,0,0,4,0,0,,12,-180594.0,134149.0
614,2014,38,570047,4,77039,74,0.5135135135135135,8,55413.0,49385.0
614,2013,30,544682,4,76172,74,0.40540540540540543,4,34985.0,2591.0
615,2015,37,701888,1,89174,76,0.4868421052631579,9,-108756.0,-200572.0
615,2014,31,688043,1,89447,76,0.4078947368421053,5,-114030.0,-185534.0
615,2013,35,740837,1,94441,75,0.4666666666666667,1,0.0,0.0
615,2015,35,696881,2,88945,72,0.4861111111111111,10,-5007.0,103749.0
615,2014,35,723662,2,92865,72,0.4861111111111111,6,35619.0,149649.0
615,2013,35,720923,2,94448,73,0.4794520547945205,2,-19914.0,-19914.0
615,2015,13,251053,3,31557,27,0.4814814814814815,11,-445828.0,-440821.0
615,2014,36,718828,3,91251,79,0.4556962025316456,7,-4834.0,-40453.0
615,2013,35,730569,3,92953,79,0.4430379746835443,3,9646.0,29560.0
615,2015,0,0,4,0,0,,12,-251053.0,194775.0
615,2014,38,810644,4,101411,76,0.5,8,91816.0,96650.0
615,2013,30,802073,4,102032,76,0.3947368421052632,4,71504.0,61858.0
616,2015,37,636103,1,61253,76,0.4868421052631579,9,-33439.0,-82308.0
616,2014,31,624766,1,62801,76,0.4078947368421053,5,-59155.0,-83709.0
616,2013,35,621593,1,62166,75,0.4666666666666667,1,0.0,0.0
616,2015,35,626911,2,60519,72,0.4861111111111111,10,-9192.0,24247.0
616,2014,35,632267,2,61685,72,0.4861111111111111,6,7501.0,66656.0
616,2013,35,619563,2,62298,73,0.4794520547945205,2,-2030.0,-2030.0
616,2015,13,217066,3,20780,27,0.4814814814814815,11,-409845.0,-400653.0
616,2014,36,620673,3,60894,79,0.4556962025316456,7,-11594.0,-19095.0
616,2013,35,659367,3,65042,79,0.4430379746835443,3,39804.0,41834.0
616,2015,0,0,4,0,0,,12,-217066.0,192779.0
616,2014,38,669542,4,63648,75,0.5066666666666667,8,48869.0,60463.0
616,2013,30,683921,4,65812,75,0.4,4,24554.0,-15250.0
617,2015,37,486949,1,42831,76,0.4868421052631579,9,-42592.0,-89170.0
617,2014,31,454657,1,42163,76,0.4078947368421053,5,-53152.0,-88672.0
617,2013,35,450158,1,41434,75,0.4666666666666667,1,0.0,0.0
617,2015,35,488340,2,42541,73,0.4794520547945205,10,1391.0,43983.0
617,2014,35,471244,2,42838,73,0.4794520547945205,6,16587.0,69739.0
617,2013,35,438360,2,41635,74,0.472972972972973,2,-11798.0,-11798.0
617,2015,13,177839,3,15312,27,0.4814814814814815,11,-310501.0,-311892.0
617,2014,36,482963,3,44380,79,0.4556962025316456,7,11719.0,-4868.0
617,2013,35,472289,3,44836,79,0.4430379746835443,3,33929.0,45727.0
617,2015,0,0,4,0,0,,12,-177839.0,132662.0
617,2014,38,529541,4,45247,74,0.5135135135135135,8,46578.0,34859.0
617,2013,30,507809,4,45045,74,0.40540540540540543,4,35520.0,1591.0
618,2015,37,530379,1,38330,76,0.4868421052631579,9,-40096.0,-85579.0
618,2014,31,486973,1,37199,76,0.4078947368421053,5,-46165.0,-84093.0
618,2013,35,461549,1,33544,75,0.4666666666666667,1,0.0,0.0
618,2015,35,550222,2,40000,72,0.4861111111111111,10,19843.0,59939.0
618,2014,35,515670,2,38552,72,0.4861111111111111,6,28697.0,74862.0
618,2013,35,458600,2,34874,73,0.4794520547945205,2,-2949.0,-2949.0
618,2015,13,207474,3,14872,27,0.4814814814814815,11,-342748.0,-362591.0
618,2014,36,524992,3,39239,79,0.4556962025316456,7,9322.0,-19375.0
618,2013,35,495210,3,37692,79,0.4430379746835443,3,36610.0,39559.0
618,2015,0,0,4,0,0,,12,-207474.0,135274.0
618,2014,38,570475,4,41213,76,0.5,8,45483.0,36161.0
618,2013,30,533138,4,39333,76,0.3947368421052632,4,37928.0,1318.0
619,2015,37,320138,1,31326,75,0.4933333333333334,9,320138.0,320138.0
619,2014,31,315600,1,32240,75,0.4133333333333333,5,-30838.0,-46719.0
619,2013,35,302672,1,30898,75,0.4666666666666667,1,0.0,0.0
619,2015,35,321031,2,30334,72,0.4861111111111111,10,893.0,-319245.0
619,2014,35,315682,2,31722,72,0.4861111111111111,6,82.0,30920.0
619,2013,35,302456,2,31234,73,0.4794520547945205,2,-216.0,-216.0
619,2015,13,122267,3,11504,27,0.4814814814814815,11,-198764.0,-199657.0
619,2014,0,0,3,0,0,,7,-315682.0,-315764.0
619,2013,35,330557,3,33307,78,0.4487179487179487,3,28101.0,28317.0
619,2015,0,0,4,0,0,,12,-122267.0,76497.0
619,2014,0,0,4,0,0,,8,0.0,315682.0
619,2013,30,346438,4,34200,75,0.4,4,15881.0,-12220.0
620,2015,37,610305,1,53922,75,0.4933333333333334,9,610305.0,610305.0
620,2014,31,549312,1,51685,75,0.4133333333333333,5,-48948.0,-73357.0
620,2013,35,520211,1,47671,75,0.4666666666666667,1,0.0,0.0
620,2015,35,634777,2,55787,72,0.4861111111111111,10,24472.0,-585833.0
620,2014,35,578272,2,53037,72,0.4861111111111111,6,28960.0,77908.0
620,2013,35,530544,2,49401,73,0.4794520547945205,2,10333.0,10333.0
620,2015,13,239751,3,20874,27,0.4814814814814815,11,-395026.0,-419498.0
620,2014,0,0,3,0,0,,7,-578272.0,-607232.0
620,2013,35,573851,3,53896,78,0.4487179487179487,3,43307.0,32974.0
620,2015,0,0,4,0,0,,12,-239751.0,155275.0
620,2014,0,0,4,0,0,,8,0.0,578272.0
620,2013,30,598260,4,54948,75,0.4,4,24409.0,-18898.0
621,2015,37,456561,1,61016,76,0.4868421052631579,9,-23455.0,-54504.0
621,2014,31,430928,1,60232,76,0.4078947368421053,5,-10471.0,-4918.0
621,2013,35,425930,1,60446,75,0.4666666666666667,1,0.0,0.0
621,2015,35,452759,2,59958,72,0.4861111111111111,10,-3802.0,19653.0
621,2014,35,438334,2,59140,72,0.4861111111111111,6,7406.0,17877.0
621,2013,35,427526,2,60094,73,0.4794520547945205,2,1596.0,1596.0
621,2015,13,159367,3,20251,27,0.4814814814814815,11,-293392.0,-289590.0
621,2014,36,448967,3,60738,79,0.4556962025316456,7,10633.0,3227.0
621,2013,35,446952,3,60442,79,0.4430379746835443,3,19426.0,17830.0
621,2015,0,0,4,0,0,,12,-159367.0,134025.0
621,2014,38,480016,4,63993,75,0.5066666666666667,8,31049.0,20416.0
621,2013,30,441399,4,61951,75,0.4,4,-5553.0,-24979.0
622,2015,37,320247,1,31684,76,0.4868421052631579,9,-41458.0,-63114.0
622,2014,31,305479,1,31782,76,0.4078947368421053,5,-46145.0,-59250.0
622,2013,35,300010,1,31023,75,0.4666666666666667,1,0.0,0.0
622,2015,35,326013,2,31408,73,0.4794520547945205,10,5766.0,47224.0
622,2014,35,318723,2,31843,73,0.4794520547945205,6,13244.0,59389.0
622,2013,35,298844,2,31152,74,0.472972972972973,2,-1166.0,-1166.0
622,2015,13,124069,3,11611,27,0.4814814814814815,11,-201944.0,-207710.0
622,2014,36,340049,3,33405,79,0.4556962025316456,7,21326.0,8082.0
622,2013,35,338519,3,34460,79,0.4430379746835443,3,39675.0,40841.0
622,2015,0,0,4,0,0,,12,-124069.0,77875.0
622,2014,38,361705,4,34398,76,0.5,8,21656.0,330.0
622,2013,30,351624,4,34354,76,0.3947368421052632,4,13105.0,-26570.0
623,2015,37,520914,1,60521,76,0.4868421052631579,9,-30033.0,-59878.0
623,2014,31,460739,1,55251,65,0.476923076923077,5,-116907.0,-112724.0
623,2013,35,508071,1,59982,75,0.4666666666666667,1,0.0,0.0
623,2015,35,532098,2,61477,72,0.4861111111111111,10,11184.0,41217.0
623,2014,35,517786,2,62335,72,0.4861111111111111,6,57047.0,173954.0
623,2013,35,530624,2,61774,73,0.4794520547945205,2,22553.0,22553.0
623,2015,13,172139,3,20412,27,0.4814814814814815,11,-359959.0,-371143.0
623,2014,36,521102,3,62991,79,0.4556962025316456,7,3316.0,-53731.0
623,2013,35,581829,3,65965,79,0.4430379746835443,3,51205.0,28652.0
623,2015,0,0,4,0,0,,12,-172139.0,187820.0
623,2014,38,550947,4,64373,75,0.5066666666666667,8,29845.0,26529.0
623,2013,30,577646,4,64056,75,0.4,4,-4183.0,-55388.0
624,2015,37,527520,1,50336,76,0.4868421052631579,9,-54161.0,-112620.0
624,2014,31,498006,1,49258,76,0.4078947368421053,5,-75613.0,-118403.0
624,2013,35,517293,1,51276,75,0.4666666666666667,1,0.0,0.0
624,2015,35,518203,2,49167,72,0.4861111111111111,10,-9317.0,44844.0
624,2014,35,511379,2,50262,72,0.4861111111111111,6,13373.0,88986.0
624,2013,35,504764,2,50257,73,0.4794520547945205,2,-12529.0,-12529.0
624,2015,13,181337,3,16890,27,0.4814814814814815,11,-336866.0,-327549.0
624,2014,36,523222,3,52086,79,0.4556962025316456,7,11843.0,-1530.0
624,2013,35,530829,3,53043,79,0.4430379746835443,3,26065.0,38594.0
624,2015,0,0,4,0,0,,12,-181337.0,155529.0
624,2014,38,581681,4,54567,75,0.5066666666666667,8,58459.0,46616.0
624,2013,30,573619,4,54824,75,0.4,4,42790.0,16725.0
625,2015,37,476507,1,46249,76,0.4868421052631579,9,-29513.0,-53422.0
625,2014,31,460864,1,45893,76,0.4078947368421053,5,-23598.0,-37672.0
625,2013,35,459910,1,45771,75,0.4666666666666667,1,0.0,0.0
625,2015,35,490510,2,46399,72,0.4861111111111111,10,14003.0,43516.0
625,2014,35,462185,2,45102,72,0.4861111111111111,6,1321.0,24919.0
625,2013,35,451920,2,44692,73,0.4794520547945205,2,-7990.0,-7990.0
625,2015,13,162975,3,15530,27,0.4814814814814815,11,-327535.0,-341538.0
625,2014,36,482111,3,46568,79,0.4556962025316456,7,19926.0,18605.0
625,2013,35,470388,3,47022,79,0.4430379746835443,3,18468.0,26458.0
625,2015,0,0,4,0,0,,12,-162975.0,164560.0
625,2014,38,506020,4,49176,75,0.5066666666666667,8,23909.0,3983.0
625,2013,30,484462,4,48127,75,0.4,4,14074.0,-4394.0
626,2015,37,688884,1,60590,76,0.4868421052631579,9,-90055.0,-160046.0
626,2014,31,655558,1,59396,76,0.4078947368421053,5,-103434.0,-120027.0
626,2013,35,694662,1,62884,75,0.4666666666666667,1,0.0,0.0
626,2015,35,689367,2,59733,73,0.4794520547945205,10,483.0,90538.0
626,2014,35,683756,2,59767,73,0.4794520547945205,6,28198.0,131632.0
626,2013,35,657478,2,60463,74,0.472972972972973,2,-37184.0,-37184.0
626,2015,13,259390,3,21681,27,0.4814814814814815,11,-429977.0,-430460.0
626,2014,36,708948,3,63122,79,0.4556962025316456,7,25192.0,-3006.0
626,2013,35,742399,3,67166,79,0.4430379746835443,3,84921.0,122105.0
626,2015,0,0,4,0,0,,12,-259390.0,170587.0
626,2014,38,778939,4,66396,74,0.5135135135135135,8,69991.0,44799.0
626,2013,30,758992,4,65909,74,0.40540540540540543,4,16593.0,-68328.0
627,2015,37,479380,1,48323,76,0.4868421052631579,9,-16767.0,-44486.0
627,2014,31,457924,1,47374,76,0.4078947368421053,5,22392.0,16260.0
627,2013,35,387123,1,42025,75,0.4666666666666667,1,0.0,0.0
627,2015,35,499518,2,48892,72,0.4861111111111111,10,20138.0,36905.0
627,2014,35,439208,2,45668,72,0.4861111111111111,6,-18716.0,-41108.0
627,2013,35,397155,2,42515,73,0.4794520547945205,2,10032.0,10032.0
627,2015,13,189353,3,17894,27,0.4814814814814815,11,-310165.0,-330303.0
627,2014,36,468428,3,47472,79,0.4556962025316456,7,29220.0,47936.0
627,2013,35,429400,3,44913,79,0.4430379746835443,3,32245.0,22213.0
627,2015,0,0,4,0,0,,12,-189353.0,120812.0
627,2014,38,496147,4,49865,76,0.5,8,27719.0,-1501.0
627,2013,30,435532,4,45856,76,0.3947368421052632,4,6132.0,-26113.0
628,2015,37,461164,1,56372,76,0.4868421052631579,9,-41228.0,-75034.0
628,2014,31,459886,1,56983,76,0.4078947368421053,5,-38933.0,-64382.0
628,2013,35,453720,1,57124,75,0.4666666666666667,1,0.0,0.0
628,2015,35,481960,2,57370,73,0.4794520547945205,10,20796.0,62024.0
628,2014,35,465372,2,56486,73,0.4794520547945205,6,5486.0,44419.0
628,2013,35,452599,2,56844,74,0.472972972972973,2,-1121.0,-1121.0
628,2015,13,167301,3,19994,27,0.4814814814814815,11,-314659.0,-335455.0
628,2014,36,468586,3,58022,79,0.4556962025316456,7,3214.0,-2272.0
628,2013,35,473370,3,59455,79,0.4430379746835443,3,20771.0,21892.0
628,2015,0,0,4,0,0,,12,-167301.0,147358.0
628,2014,38,502392,4,59579,76,0.5,8,33806.0,30592.0
628,2013,30,498819,4,59915,76,0.3947368421052632,4,25449.0,4678.0
629,2015,37,446273,1,39743,75,0.4933333333333334,9,446273.0,446273.0
629,2014,31,573436,1,51219,75,0.4133333333333333,5,-98552.0,-129091.0
629,2013,35,579371,1,52837,75,0.4666666666666667,1,0.0,0.0
629,2015,35,469671,2,40692,72,0.4861111111111111,10,23398.0,-422875.0
629,2014,35,618289,2,53969,72,0.4861111111111111,6,44853.0,143405.0
629,2013,35,591750,2,53659,73,0.4794520547945205,2,12379.0,12379.0
629,2015,13,167777,3,14572,27,0.4814814814814815,11,-301894.0,-325292.0
629,2014,0,0,3,0,0,,7,-618289.0,-663142.0
629,2013,35,641449,3,57203,78,0.4487179487179487,3,49699.0,37320.0
629,2015,0,0,4,0,0,,12,-167777.0,134117.0
629,2014,0,0,4,0,0,,8,0.0,618289.0
629,2013,30,671988,4,58219,75,0.4,4,30539.0,-19160.0
630,2015,37,524819,1,58637,76,0.4868421052631579,9,-78926.0,-144039.0
630,2014,31,516653,1,60701,76,0.4078947368421053,5,-65969.0,-132140.0
630,2013,35,501912,1,57794,75,0.4666666666666667,1,0.0,0.0
630,2015,35,465543,2,53811,72,0.4861111111111111,10,-59276.0,19650.0
630,2014,35,514898,2,59349,72,0.4861111111111111,6,-1755.0,64214.0
630,2013,35,475924,2,56617,73,0.4794520547945205,2,-25988.0,-25988.0
630,2015,13,161830,3,18724,27,0.4814814814814815,11,-303713.0,-244437.0
630,2014,36,538632,3,62827,79,0.4556962025316456,7,23734.0,25489.0
630,2013,35,516451,3,60593,79,0.4430379746835443,3,40527.0,66515.0
630,2015,0,0,4,0,0,,12,-161830.0,141883.0
630,2014,38,603745,4,65227,75,0.5066666666666667,8,65113.0,41379.0
630,2013,30,582622,4,63916,75,0.4,4,66171.0,25644.0
631,2015,37,424381,1,49002,76,0.4868421052631579,9,-38932.0,-76074.0
631,2014,31,386425,1,46628,76,0.4078947368421053,5,-27703.0,-46327.0
631,2013,35,370990,1,45396,75,0.4666666666666667,1,0.0,0.0
631,2015,35,435111,2,49356,73,0.4794520547945205,10,10730.0,49662.0
631,2014,35,395312,2,46927,73,0.4794520547945205,6,8887.0,36590.0
631,2013,35,370609,2,46100,74,0.472972972972973,2,-381.0,-381.0
631,2015,13,151897,3,17263,27,0.4814814814814815,11,-283214.0,-293944.0
631,2014,36,426171,3,50121,79,0.4556962025316456,7,30859.0,21972.0
631,2013,35,395504,3,48909,79,0.4430379746835443,3,24895.0,25276.0
631,2015,0,0,4,0,0,,12,-151897.0,131317.0
631,2014,38,463313,4,52011,76,0.5,8,37142.0,6283.0
631,2013,30,414128,4,48825,76,0.3947368421052632,4,18624.0,-6271.0
632,2015,37,547100,1,69678,76,0.4868421052631579,9,867.0,-21535.0
632,2014,31,504661,1,67079,76,0.4078947368421053,5,-43105.0,-69024.0
632,2013,35,491523,1,64765,75,0.4666666666666667,1,0.0,0.0
632,2015,35,587592,2,72091,73,0.4794520547945205,10,40492.0,39625.0
632,2014,35,535223,2,68753,73,0.4794520547945205,6,30562.0,73667.0
632,2013,35,498981,2,65544,74,0.472972972972973,2,7458.0,7458.0
632,2015,13,205802,3,25309,27,0.4814814814814815,11,-381790.0,-422282.0
632,2014,36,523831,3,67393,79,0.4556962025316456,7,-11392.0,-41954.0
632,2013,35,521847,3,68268,79,0.4430379746835443,3,22866.0,15408.0
632,2015,0,0,4,0,0,,12,-205802.0,175988.0
632,2014,38,546233,4,68525,76,0.5,8,22402.0,33794.0
632,2013,30,547766,4,71028,76,0.3947368421052632,4,25919.0,3053.0
633,2015,37,535536,1,39719,75,0.4933333333333334,9,535536.0,535536.0
633,2014,31,524119,1,39921,75,0.4133333333333333,5,-46215.0,-79133.0
633,2013,35,503599,1,38937,75,0.4666666666666667,1,0.0,0.0
633,2015,35,553587,2,40927,72,0.4861111111111111,10,18051.0,-517485.0
633,2014,35,544119,2,41686,72,0.4861111111111111,6,20000.0,66215.0
633,2013,35,524578,2,40754,73,0.4794520547945205,2,20979.0,20979.0
633,2015,13,189601,3,14088,27,0.4814814814814815,11,-363986.0,-382037.0
633,2014,0,0,3,0,0,,7,-544119.0,-564119.0
633,2013,35,537416,3,42383,78,0.4487179487179487,3,12838.0,-8141.0
633,2015,0,0,4,0,0,,12,-189601.0,174385.0
633,2014,0,0,4,0,0,,8,0.0,544119.0
633,2013,30,570334,4,43548,75,0.4,4,32918.0,20080.0
634,2015,37,508342,1,48631,76,0.4868421052631579,9,-80866.0,-146180.0
634,2014,31,469591,1,46889,76,0.4078947368421053,5,-77368.0,-119506.0
634,2013,35,455250,1,46035,75,0.4666666666666667,1,0.0,0.0
634,2015,35,507293,2,48118,73,0.4794520547945205,10,-1049.0,79817.0
634,2014,35,502432,2,48559,73,0.4794520547945205,6,32841.0,110209.0
634,2013,35,444331,2,45647,74,0.472972972972973,2,-10919.0,-10919.0
634,2015,13,184245,3,17364,27,0.4814814814814815,11,-323048.0,-321999.0
634,2014,36,523894,3,51550,79,0.4556962025316456,7,21462.0,-11379.0
634,2013,35,504821,3,50551,79,0.4430379746835443,3,60490.0,71409.0
634,2015,0,0,4,0,0,,12,-184245.0,138803.0
634,2014,38,589208,4,53381,74,0.5135135135135135,8,65314.0,43852.0
634,2013,30,546959,4,51213,74,0.40540540540540543,4,42138.0,-18352.0
635,2015,37,436635,1,43525,75,0.4933333333333334,9,-56358.0,-89824.0
635,2014,31,421395,1,43342,75,0.4133333333333333,5,-59822.0,-89865.0
635,2013,35,413666,1,43491,75,0.4666666666666667,1,0.0,0.0
635,2015,35,442879,2,43237,73,0.4794520547945205,10,6244.0,62602.0
635,2014,35,440893,2,44344,73,0.4794520547945205,6,19498.0,79320.0
635,2013,35,405616,2,43862,74,0.472972972972973,2,-8050.0,-8050.0
635,2015,13,163216,3,15804,27,0.4814814814814815,11,-279663.0,-285907.0
635,2014,36,459527,3,46529,79,0.4556962025316456,7,18634.0,-864.0
635,2013,35,451174,3,47318,79,0.4430379746835443,3,45558.0,53608.0
635,2015,0,0,4,0,0,,12,-163216.0,116447.0
635,2014,38,492993,4,47130,75,0.5066666666666667,8,33466.0,14832.0
635,2013,30,481217,4,46857,75,0.4,4,30043.0,-15515.0
636,2015,37,453647,1,53828,75,0.4933333333333334,9,453647.0,453647.0
636,2014,31,426509,1,52252,75,0.4133333333333333,5,-28653.0,-50966.0
636,2013,35,434455,1,54016,75,0.4666666666666667,1,0.0,0.0
636,2015,35,473388,2,53910,72,0.4861111111111111,10,19741.0,-433906.0
636,2014,35,434854,2,51959,72,0.4861111111111111,6,8345.0,36998.0
636,2013,35,410860,2,50824,73,0.4794520547945205,2,-23595.0,-23595.0
636,2015,13,171233,3,19631,27,0.4814814814814815,11,-302155.0,-321896.0
636,2014,0,0,3,0,0,,7,-434854.0,-443199.0
636,2013,35,432849,3,52801,79,0.4430379746835443,3,21989.0,45584.0
636,2015,0,0,4,0,0,,12,-171233.0,130922.0
636,2014,0,0,4,0,0,,8,0.0,434854.0
636,2013,30,455162,4,56113,75,0.4,4,22313.0,324.0
637,2015,37,635365,1,49990,75,0.4933333333333334,9,635365.0,635365.0
637,2014,31,617565,1,49913,75,0.4133333333333333,5,-70704.0,-86557.0
637,2013,35,602681,1,48329,75,0.4666666666666667,1,0.0,0.0
637,2015,35,662328,2,51596,72,0.4861111111111111,10,26963.0,-608402.0
637,2014,35,666190,2,52790,72,0.4861111111111111,6,48625.0,119329.0
637,2013,35,613244,2,49670,73,0.4794520547945205,2,10563.0,10563.0
637,2015,13,257860,3,20099,27,0.4814814814814815,11,-404468.0,-431431.0
637,2014,0,0,3,0,0,,7,-666190.0,-714815.0
637,2013,35,672416,3,54742,78,0.4487179487179487,3,59172.0,48609.0
637,2015,0,0,4,0,0,,12,-257860.0,146608.0
637,2014,0,0,4,0,0,,8,0.0,666190.0
637,2013,30,688269,4,53957,75,0.4,4,15853.0,-43319.0
638,2015,37,446195,1,37516,75,0.4933333333333334,9,446195.0,446195.0
638,2014,31,432255,1,36653,75,0.4133333333333333,5,-28496.0,-35198.0
638,2013,35,423412,1,36087,75,0.4666666666666667,1,0.0,0.0
638,2015,35,465525,2,38246,72,0.4861111111111111,10,19330.0,-426865.0
638,2014,35,454067,2,38401,72,0.4861111111111111,6,21812.0,50308.0
638,2013,35,407987,2,35205,69,0.5072463768115942,2,-15425.0,-15425.0
638,2015,13,169695,3,14055,27,0.4814814814814815,11,-295830.0,-315160.0
638,2014,0,0,3,0,0,,7,-454067.0,-475879.0
638,2013,35,454049,3,38972,78,0.4487179487179487,3,46062.0,61487.0
638,2015,0,0,4,0,0,,12,-169695.0,126135.0
638,2014,0,0,4,0,0,,8,0.0,454067.0
638,2013,30,460751,4,38632,75,0.4,4,6702.0,-39360.0
639,2015,37,340112,1,35384,76,0.4868421052631579,9,-37196.0,-59039.0
639,2014,31,350328,1,36771,76,0.4078947368421053,5,-26976.0,-31273.0
639,2013,35,358306,1,36734,75,0.4666666666666667,1,0.0,0.0
639,2015,35,334507,2,34037,72,0.4861111111111111,10,-5605.0,31591.0
639,2014,35,354853,2,36630,72,0.4861111111111111,6,4525.0,31501.0
639,2013,35,351614,2,36391,73,0.4794520547945205,2,-6692.0,-6692.0
639,2015,13,115525,3,11474,27,0.4814814814814815,11,-218982.0,-213377.0
639,2014,36,355465,3,36580,79,0.4556962025316456,7,612.0,-3913.0
639,2013,35,373007,3,38061,79,0.4430379746835443,3,21393.0,28085.0
639,2015,0,0,4,0,0,,12,-115525.0,103457.0
639,2014,38,377308,4,37957,75,0.5066666666666667,8,21843.0,21231.0
639,2013,30,377304,4,38562,75,0.4,4,4297.0,-17096.0
640,2015,37,878077,1,64930,76,0.4868421052631579,9,-64174.0,-111321.0
640,2014,31,825127,1,64366,76,0.4078947368421053,5,-51030.0,-64195.0
640,2013,35,827259,1,64337,75,0.4666666666666667,1,0.0,0.0
640,2015,35,905585,2,66499,72,0.4861111111111111,10,27508.0,91682.0
640,2014,35,853031,2,65752,72,0.4861111111111111,6,27904.0,78934.0
640,2013,35,800505,2,63906,73,0.4794520547945205,2,-26754.0,-26754.0
640,2015,13,318881,3,22695,27,0.4814814814814815,11,-586704.0,-614212.0
640,2014,36,895104,3,68596,79,0.4556962025316456,7,42073.0,14169.0
640,2013,35,862992,3,68258,79,0.4430379746835443,3,62487.0,89241.0
640,2015,0,0,4,0,0,,12,-318881.0,267823.0
640,2014,38,942251,4,69056,75,0.5066666666666667,8,47147.0,5074.0
640,2013,30,876157,4,66742,75,0.4,4,13165.0,-49322.0
641,2015,37,413067,1,37195,76,0.4868421052631579,9,-62358.0,-90929.0
641,2014,31,428909,1,40752,76,0.4078947368421053,5,-51228.0,-70701.0
641,2013,35,416786,1,41027,75,0.4666666666666667,1,0.0,0.0
641,2015,35,415735,2,37388,72,0.4861111111111111,10,2668.0,65026.0
641,2014,35,418415,2,39332,72,0.4861111111111111,6,-10494.0,40734.0
641,2013,35,397202,2,40264,73,0.4794520547945205,2,-19584.0,-19584.0
641,2015,13,137192,3,11855,27,0.4814814814814815,11,-278543.0,-281211.0
641,2014,36,446854,3,41531,79,0.4556962025316456,7,28439.0,38933.0
641,2013,35,460664,3,44391,79,0.4430379746835443,3,63462.0,83046.0
641,2015,0,0,4,0,0,,12,-137192.0,141351.0
641,2014,38,475425,4,41546,75,0.5066666666666667,8,28571.0,132.0
641,2013,30,480137,4,43871,75,0.4,4,19473.0,-43989.0
642,2015,37,280966,1,36673,76,0.4868421052631579,9,-16000.0,-48816.0
642,2014,31,269660,1,36224,76,0.4078947368421053,5,-26526.0,-47271.0
642,2013,35,269355,1,35621,75,0.4666666666666667,1,0.0,0.0
642,2015,35,272912,2,35370,72,0.4861111111111111,10,-8054.0,7946.0
642,2014,35,269901,2,35481,72,0.4861111111111111,6,241.0,26767.0
642,2013,35,263866,2,35674,73,0.4794520547945205,2,-5489.0,-5489.0
642,2015,13,86058,3,11138,27,0.4814814814814815,11,-186854.0,-178800.0
642,2014,36,264150,3,34970,79,0.4556962025316456,7,-5751.0,-5992.0
642,2013,35,275441,3,35974,79,0.4430379746835443,3,11575.0,17064.0
642,2015,0,0,4,0,0,,12,-86058.0,100796.0
642,2014,38,296966,4,38417,75,0.5066666666666667,8,32816.0,38567.0
642,2013,30,296186,4,38286,75,0.4,4,20745.0,9170.0
643,2015,37,587284,1,75035,76,0.4868421052631579,9,-89205.0,-157924.0
643,2014,31,567326,1,74519,76,0.4078947368421053,5,-92511.0,-172037.0
643,2013,35,608445,1,78047,75,0.4666666666666667,1,0.0,0.0
643,2015,35,590699,2,73623,73,0.4794520547945205,10,3415.0,92620.0
643,2014,35,599277,2,76810,73,0.4794520547945205,6,31951.0,124462.0
643,2013,35,576668,2,74963,74,0.472972972972973,2,-31777.0,-31777.0
643,2015,13,213528,3,25815,27,0.4814814814814815,11,-377171.0,-380586.0
